Seat;Full Name;Title;Start Year;End Year;Profession;VIAF id;VIAF URL;Wikipedia URL;Full Name Wikipage;Notes
40;Destutt de Tracy;;1808;1836;philosopher;14781008;http://viaf.org/viaf/14781008;http://en.wikipedia.org/wiki/Destutt_de_Tracy;Destutt_de_Tracy;
40;Franois Guizot;;1836;1874;politician and historian;29600143;http://viaf.org/viaf/29600143;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Guizot;Franois_Guizot;
40;Jean-Baptiste Dumas;;1875;1884;politician and chemist;2594008;http://viaf.org/viaf/2594008;http://en.wikipedia.org/wiki/Jean-Baptiste_Dumas;Jean-Baptiste_Dumas;
40;Joseph Louis Franois Bertrand;;1884;1900;mathematician, historian of science;93028;http://viaf.org/viaf/93028;http://en.wikipedia.org/wiki/Joseph_Louis_Fran%C3%A7ois_Bertrand;Joseph_Louis_Franois_Bertrand;
40;Marcellin Berthelot;;1900;1907;politician, chemist, essayist, historian of science;54207651;http://viaf.org/viaf/54207651;http://en.wikipedia.org/wiki/Marcellin_Berthelot;Marcellin_Berthelot;
40;Francis Charmes;;1908;1916;diplomat and journalist;9990406;http://viaf.org/viaf/9990406;http://en.wikipedia.org/wiki/Francis_Charmes;Francis_Charmes;
40;Jules Cambon;;1918;1935;diplomat, lawyer, senior civil servant;64049097;http://viaf.org/viaf/64049097;http://en.wikipedia.org/wiki/Jules_Cambon;Jules_Cambon;
40;Marie-Jean-Lucien Lacaze;;1936;1955;admiral;14903564;http://viaf.org/viaf/14903564;http://en.wikipedia.org/wiki/Marie-Jean-Lucien_Lacaze;Marie-Jean-Lucien_Lacaze;
40;Jacques Chastenet;;1956;1978;journalist, historian and diplomat;77300061;http://viaf.org/viaf/77300061;http://en.wikipedia.org/wiki/Jacques_Chastenet;Jacques_Chastenet;
40;Georges DumŽzil;;1978;1986;philologist and historian of civilisations;68928415;http://viaf.org/viaf/68928415;http://en.wikipedia.org/wiki/Georges_Dum%C3%A9zil;Georges_DumŽzil;
40;Pierre-Jean RŽmy;;1988;2010;diplomat, novelist and essayist;108989808;http://viaf.org/viaf/108989808;http://en.wikipedia.org/wiki/Pierre-Jean_R%C3%A9my;Pierre-Jean_RŽmy;
;;;;;;;;;;
;;;;;;;;;;
